Código da IES,Nome da IES,Sigla da IES,Município,UF,Categoria Administrativa,Organização Acadêmica
2513,FACULDADE ARTHUR THOMAS,CESA,LONDRINA,PR,Privada,Faculdade
752,FACULDADE DE PARÁ DE MINAS,FAPAM,PARA DE MINAS,MG,Privada,Faculdade
194,ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES,EEFTESM,RIO DE JANEIRO,RJ,Privada,Faculdade
2488,FACULDADE ANGLICANA DE ERECHIM,FAE,ERECHIM,RS,Privada,Faculdade
3209,FACULDADE DE ARAÇATUBA,,ARACATUBA,SP,Privada,Faculdade
4961,FACULDADE INTEGRADA DE ARAGUATINS,FAIARA,ARAGUATINS,TO,Pública,Faculdade
1213,FACULDADE FLEMING,SEF,CAMPINAS,SP,Privada,Faculdade
1614,FACULDADE ASTORGA,FAAST,ASTORGA,PR,Privada,Faculdade
2036,FACULDADE ESTÁCIO DO PARÁ - ESTÁCIO FAP,FAP,BELEM,PA,Privada,Faculdade
1401,FACULDADE ADELMAR ROSADO,FAR,TERESINA,PI,Privada,Faculdade
1545,INSTITUTO DE EDUCAÇÃO SUPERIOR DE BOITUVA,FIB,BOITUVA,SP,Privada,Faculdade
4178,FACULDADE EVILÁSIO FORMIGA,FEF,CAJAZEIRAS,PB,Privada,Faculdade
1441,FACULDADE DE TECNOLOGIA DO PIAUÍ,FATEPI,TERESINA,PI,Privada,Faculdade
2469,INSTITUTO MACAPAENSE DE ENSINO SUPERIOR,IMMES,MACAPA,AP,Privada,Faculdade
14130,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE VÁRZEA DA PALMA,"FEES Várzea daPalma",VARZEA DA PALMA,MG,Privada,Faculdade
3323,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS,IESCAMP,CAMPINAS,SP,Privada,Faculdade
2082,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,FCM-PB,JOAO PESSOA,PB,Privada,Faculdade
1758,FACULDADE INDEPENDENTE DO NORDESTE,FAINOR,"VITORIA DACONQUISTA",BA,Privada,Faculdade
2460,FACULDADE ESTÁCIO DE NATAL,FCC,NATAL,RN,Privada,Faculdade
12249,FACULDADE PADRE ANCHIETA DE VÁRZEA PAULISTA,ANCHIETA,VARZEA PAULISTA,SP,Privada,Faculdade
2427,FACULDADE DE CIÊNCIAS GERENCIAIS DA BAHIA,UNICENID,SALVADOR,BA,Privada,Faculdade
3746,FACULDADE PAULISTA DE PESQUISA E ENSINO SUPERIOR,FAPPES,SAO PAULO,SP,Privada,Faculdade
3839,FACULDADE DE TECNOLOGIA NOVO RUMO,,BELO HORIZONTE,MG,Privada,Faculdade
360,CENTRO UNIVERSITÁRIO PAULISTANO,UNIPAULISTANA,SAO PAULO,SP,Privada,Centro Universitário
1333,FACULDADE CECAP DO LAGO NORTE,CECAP,BRASILIA,DF,Privada,Faculdade
1374,FACULDADE DE CIÊNCIAS SOCIAIS DE GUARANTÃ DO NORTE,FCSGN,"GUARANTA DONORTE",MT,Privada,Faculdade
3430,"FACULDADE UBERLANDENSE DE NÚCLEOS INTEGRADOS DE ENSINO, SERVIÇO SOCIAL E APRENDIZAGEM",FAESSA,UBERLANDIA,MG,Privada,Faculdade
3464,FACULDADE DE ENGENHARIA DE PASSOS,FEP,PASSOS,MG,Privada,Faculdade
1400,FACULDADE METROPOLITANA DE CURITIBA,FAMEC,"SAO JOSE DOPINHAIS",PR,Privada,Faculdade
4969,FACULDADE ITOP,ITOP,PALMAS,TO,Privada,Faculdade
3760,FACULDADE ITABORAÍ,,ITABORAI,RJ,Privada,Faculdade
14246,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE UBERABA,,UBERABA,MG,Privada,Faculdade
3667,FACULDADE FILADÉLFIA,FAFIL,RIBEIRAO PRETO,SP,Privada,Faculdade
2384,FACULDADE INTEGRADA DO BRASIL,FAIBRA,TERESINA,PI,Privada,Faculdade
1516,FACULDADE DE VINHEDO,FV,VINHEDO,SP,Privada,Faculdade
3008,FACULDADE DO INSTITUTO NACIONAL DE PÓS- GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS,"FACULDADE INPG -SJC","SAO JOSE DOSCAMPOS",SP,Privada,Faculdade
1160,FACULDADE CAMBURY,CAMBURY,GOIANIA,GO,Privada,Faculdade
408,ESCOLA SUPERIOR DE RELAÇÕES PÚBLICAS,ESURP,RECIFE,PE,Privada,Faculdade
1880,FACULDADE CASA DO ESTUDANTE,FACE,ARACRUZ,ES,Privada,Faculdade
1968,FACULDADE ATLÂNTICO,FA,ARACAJU,SE,Privada,Faculdade
507,FACULDADE TRIÂNGULO MINEIRO,FTM,ITUIUTABA,MG,Privada,Faculdade
1669,INSTITUTO METROPOLITANO DE ENSINO SUPERIOR,IMES,IPATINGA,MG,Privada,Faculdade
1087,FACULDADES INTEGRADAS APARÍCIO CARVALHO,FIMCA,PORTO VELHO,RO,Privada,Faculdade
1970,FACULDADE DO ESPÍRITO SANTO,UNES,"CACHOEIRO DEITAPEMIRIM",ES,Privada,Faculdade
1722,FACULDADE DE PORTO VELHO,FIP,PORTO VELHO,RO,Privada,Faculdade
5387,FACULDADE IMPACTA DE TECNOLOGIA,FIT,SAO PAULO,SP,Privada,Faculdade
945,INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS,INCISOH,JANUARIA,MG,Privada,Faculdade
1591,FACULDADE SEAMA,SEAMA,MACAPA,AP,Privada,Faculdade
4121,FACULDADE TOBIAS BARRETO,FTB,ARACAJU,SE,Privada,Faculdade
14029,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE AIMORÉS,FUNEC Aimorés,AIMORES,MG,Privada,Faculdade
268,FACULDADE DE DIREITO DA ALTA PAULISTA,FADAP,TUPA,SP,Privada,Faculdade
1567,FACULDADE VIZINHANÇA VALE DO IGUAÇU,VIZIVALI,DOIS VIZINHOS,PR,Pública,Faculdade
3117,FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO,FS,MONTES CLAROS,MG,Privada,Faculdade
530,FACULDADE DE MÚSICA DO ESPÍRITO SANTO,FAMES,VITORIA,ES,Pública,Faculdade
710,FACULDADE BÉTHENCOURT DA SILVA,FABES,RIO DE JANEIRO,RJ,Privada,Faculdade
4674,FACULDADE PORTO DAS ÁGUAS,FAPAG,PORTO BELO,SC,Privada,Faculdade
1296,ESCOLA SUPERIOR DE MARKETING,ESM,RECIFE,PE,Privada,Faculdade
2035,UNIÃO LATINO-AMERICADA DE TECNOLOGIA,ULT,JAGUARIAIVA,PR,Privada,Faculdade
1620,FACULDADE SANTA RITA,FASAR,NOVO HORIZONTE,SP,Privada,Faculdade
3434,FACULDADE DE SAÚDE IBITURUNA,FASI,MONTES CLAROS,MG,Privada,Faculdade
1488,FACULDADE PARAÍSO,FAP,SAO GONCALO,RJ,Privada,Faculdade
5600,FACULDADES INTEGRADAS SÃO JUDAS TADEU,SJT,PORTO ALEGRE,RS,Privada,Faculdade
1123,INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR,IESUS,SALVADOR,BA,Privada,Faculdade
829,UNIVERSIDADE DO TOCANTINS,UNITINS,PALMAS,TO,Pública,Universidade
2436,FACULDADE TÁHIRIH,FT,MANAUS,AM,Privada,Faculdade
152,FACULDADE DE CIÊNCIAS CONTÁBEIS,FACIC,SALVADOR,BA,Privada,Faculdade
1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,FCARP,ARAPUTANGA,MT,Privada,Faculdade
336,FACULDADE MACHADO SOBRINHO,FMS,JUIZ DE FORA,MG,Privada,Faculdade
4538,FACULDADE PARQUE,FAP,SALVADOR,BA,Privada,Faculdade
915,FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL,FAFS,FATIMA DO SUL,MS,Privada,Faculdade
831,FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE,FCHVRG,OLIMPIA,SP,Privada,Faculdade
1454,FACULDADE SALESIANA DO NORDESTE,FASNE,RECIFE,PE,Privada,Faculdade
3974,UNIVERSIDADE DE RIO VERDE,FESURV,RIO VERDE,GO,Pública,Universidade
3826,FACULDADE VASCO DA GAMA,FVG,SALVADOR,BA,Privada,Faculdade
1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,BELEM,PA,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
833,FACULDADES INTEGRADAS DE ARIQUEMES,FIAR,ARIQUEMES,RO,Privada,Faculdade
2435,FACULDADE DE CIÊNCIAS CONTÁBEIS LUIZ MENDES,"LUMENFACULDADES",JOAO PESSOA,PB,Privada,Faculdade
4357,FACULDADE DE TECNOLOGIA ÁLVARES DE AZEVEDO,FAATESP,SAO PAULO,SP,Privada,Faculdade
2886,FACULDADE ZUMBI DOS PALMARES,FAZP,SAO PAULO,SP,Privada,Faculdade
307,FACULDADE DE MEDICINA DE BARBACENA,FAME,BARBACENA,MG,Privada,Faculdade
416,FACULDADE DE SÃO PAULO,FATEMA,SAO PAULO,SP,Privada,Faculdade
4632,FACULDADE ANGLO-AMERICANO DE CAXIAS DO SUL,FAACS,CAXIAS DO SUL,RS,Privada,Faculdade
778,FACULDADE DE TECNOLOGIA DE JACAREÍ,ETEP,JACAREI,SP,Privada,Faculdade
692,FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA,FACAPE,PETROLINA,PE,Pública,Faculdade
1399,FACULDADE UNISSA DE SARANDI,,SARANDI,PR,Privada,Faculdade
2918,FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA,FESAR,REDENCAO,PA,Privada,Faculdade
2841,FACULDADE PARANAPANEMA,FP,PORECATU,PR,Privada,Faculdade
3963,INSTITUTO SUPERIOR DE EDUCAÇÃO CARLOS CHAGAS,ISECC,JUIZ DE FORA,MG,Privada,Faculdade
2642,FACULDADE SÃO VICENTE,FASVIPA,PAO DE ACUCAR,AL,Privada,Faculdade
1967,FACULDADE DO VALE DO ITAPECURÚ,FAI,CAXIAS,MA,Privada,Faculdade
535,CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN,FAFIMAN,MANDAGUARI,PR,Pública,Faculdade
1969,FACULDADE DOS IMIGRANTES - FAI,FAI,CAXIAS DO SUL,RS,Privada,Faculdade
3568,FACULDADE DE DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL,FADIRE,"SANTA CRUZ DOCAPIBARIBE",PE,Privada,Faculdade
1353,INSTITUTO DE ENSINO SUPERIOR DE GARÇA,IESG,GARCA,SP,Privada,Faculdade
2870,FACULDADE SERRA DO CARMO,FASEC,PALMAS,TO,Privada,Faculdade
198,CENTRO UNIVERSITÁRIO DA CIDADE,UNIVERCIDADE,RIO DE JANEIRO,RJ,Privada,Centro Universitário
3609,FACULDADES INTEGRADAS IPITANGA,UNIBAHIA,LAURO DE FREITAS,BA,Privada,Faculdade
368,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,FEFISO,SOROCABA,SP,Privada,Faculdade
4069,FACULDADE HORIZONTES,FH,SAO PAULO,SP,Privada,Faculdade
1893,FACULDADE REGIONAL DA BAHIA,FARB/UNIRB,FEIRA DE SANTANA,BA,Privada,Faculdade
1941,FACULDADE CUIABÁ,FAUC,CUIABA,MT,Privada,Faculdade
1638,FACULDADE DO AMAZONAS,IAES,MANAUS,AM,Privada,Faculdade
3939,FACULDADE ALIANÇA,,ITABERAI,GO,Privada,Faculdade
4098,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,SANTA MARIA,RS,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
1383,FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS,FAJOLCA,IPOJUCA,PE,Privada,Faculdade
703,FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA,FAFOPA,ARARIPINA,PE,Pública,Faculdade
3769,FACULDADE MADRE TEREZA,FAMAT,SANTANA,AP,Privada,Faculdade
1465,FACULDADE DE RIBEIRÃO PRETO,AFARP,RIBEIRAO PRETO,SP,Privada,Faculdade
1463,FACULDADE ALFACASTELO,FCGB,BARUERI,SP,Privada,Faculdade
788,FACULDADE DE RONDÔNIA,FARO,PORTO VELHO,RO,Privada,Faculdade
1239,FACULDADE PADRÃO,PADRAO,GOIANIA,GO,Privada,Faculdade
3486,INSTITUTO SUPERIOR DE EDUCAÇÃO DE ITUIUTABA,ISEDI,ITUIUTABA,MG,Privada,Faculdade
3285,FACULDADE SANTO ANTONIO,FSA,ALAGOINHAS,BA,Privada,Faculdade
2442,FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO,PIO XII - BIO,CARIACICA,ES,Privada,Faculdade
1272,FACULDADE SANT ́ANNA DE SALTO,FASAS,SALTO,SP,Privada,Faculdade
1318,FACULDADE JUVÊNCIO TERRA,FJT,"VITORIA DACONQUISTA",BA,Privada,Faculdade
837,FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA,FCHFOR,FORTALEZA,CE,Privada,Faculdade
657,FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA,FAFOPST,SERRA TALHADA,PE,Pública,Faculdade
27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,TRES CORACOES,MG,Privada,Universidade
2075,INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS,IESA,MACEIO,AL,Privada,Faculdade
2447,INSTITUTO EDUCACIONAL DE CASTRO,INEC,CASTRO,PR,Privada,Faculdade
3657,FACULDADE DE COMPUTAÇÃO DE MONTES CLAROS,FACOMP,MONTES CLAROS,MG,Privada,Faculdade
465,FACULDADE DE COMPUTAÇÃO E INFORMÁTICA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FCI-FAAP,SAO PAULO,SP,Privada,Faculdade
4029,FACULDADE POLITEC,FAP,"SANTA BARBARAD ́OESTE",SP,Privada,Faculdade
3514,FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES,FACE - ALFOR,ALEM PARAIBA,MG,Privada,Faculdade
977,FACULDADE SÃO CAMILO,,SALVADOR,BA,Privada,Faculdade
826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE,UNIDESC,LUZIANIA,GO,Privada,Centro Universitário
1992,INSTITUTO DE ENSINO SUPERIOR DE PIEDADE,IESP,"JABOATAO DOGUARARAPES",PE,Privada,Faculdade
1798,FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO,FACED,"CORNELIOPROCOPIO",PR,Privada,Faculdade
5520,FACULDADE CATHEDRAL,FACES,BOA VISTA,RR,Privada,Faculdade
1894,FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING,FEPAM,"JABOATAO DOGUARARAPES",PE,Privada,Faculdade
3173,FACULDADE DE TECNOLOGIA DO COMÉRCIO,FATEC-COMERCIO,BELO HORIZONTE,MG,Privada,Faculdade
4610,FACULDADE DE TECNOLOGIA ASSESSORITEC,,JOINVILLE,SC,Privada,Faculdade
2156,FACULDADE SÃO TOMÁS DE AQUINO,FACESTA,"PALMEIRA DOINDIOS",AL,Privada,Faculdade
3992,FACULDADE JK - ASA NORTE,-,BRASILIA,DF,Privada,Faculdade
1839,FACULDADES INTEGRADAS DE VÁRZEA GRANDE,FIAVEC,VARZEA GRANDE,MT,Privada,Faculdade
1248,FACULDADE DE PEDAGOGIA,ANAEC,NOVA ANDRADINA,MS,Privada,Faculdade
1097,FACULDADES INTEGRADAS DE SÃO PAULO,FISP,SAO PAULO,SP,Privada,Faculdade
15453,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE CONSELHEIRO LAFAIETE,,"CONSELHEIROLAFAIETE",MG,Privada,Faculdade
1212,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS,FCCA,ASSIS,SP,Privada,Faculdade
1957,FACULDADE DE TECNOLOGIA SENAI JOINVILLE,"SENAI DEJOINVILLE",JOINVILLE,SC,Privada,Faculdade
750,CENTRO UNIVERSITÁRIO UNIRG,UNIRG,GURUPI,TO,Pública,Centro Universitário
1937,FACULDADE EVANGÉLICA DE SALVADOR,FACESA,SALVADOR,BA,Privada,Faculdade
192,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES,FFCLSM,RIO DE JANEIRO,RJ,Privada,Faculdade
197,FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ,FESPPR,CURITIBA,PR,Privada,Faculdade
1680,FACULDADE DE CIÊNCIAS E TECNOLOGIA MATER CHRISTI,MATER CHRISTI,MOSSORO,RN,Privada,Faculdade
2021,FACULDADE JK - UNIDADE II - GAMA,,BRASILIA,DF,Privada,Faculdade
2805,FACULDADE MODELO,FACIMOD,CURITIBA,PR,Privada,Faculdade
2288,FACULDADE ALMEIDA RODRIGUES,FAR,RIO VERDE,GO,Privada,Faculdade
722,ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS,EEFA,ASSIS,SP,Privada,Faculdade
1013,FACULDADE SUDOESTE PAULISTANO,FASUP,SAO PAULO,SP,Privada,Faculdade
1926,FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES,UNIPACAT,CATAGUASES,MG,Privada,Faculdade
1919,FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS SANTO AGOSTINHO - FACET,FACET,MONTES CLAROS,MG,Privada,Faculdade
2124,FACULDADE CALAFIORI,CALAFIORI,"SAO SEBASTIAO DOPARAISO",MG,Privada,Faculdade
3978,FACULDADE DE TECNOLOGIA PENTÁGONO,FATEP,SANTO ANDRE,SP,Privada,Faculdade
5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,ARAPIRACA,AL,Pública,Universidade
1906,INSTITUTO DE ENSINO SUPERIOR MATERDEI,IES-MATERDEI,MANAUS,AM,Privada,Faculdade
803,FACULDADE INTERAÇÃO AMERICANA,FIA,"SAO BERNARDO DOCAMPO",SP,Privada,Faculdade
1801,FACULDADE DOM BOSCO DE UBIRATÃ,"DOM BOSCOUBIRATÃ",UBIRATA,PR,Privada,Faculdade
2320,INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU,ISEAT,VILA VELHA,ES,Privada,Faculdade
462,FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FEFAAP,SAO PAULO,SP,Privada,Faculdade
5664,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA,FACISA,ARARIPINA,PE,Pública,Faculdade
2440,FACULDADE CIDADE DE JOÃO PINHEIRO,FCJP,JOAO PINHEIRO,MG,Privada,Faculdade
1191,INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA,IESF,FORTALEZA,CE,Privada,Faculdade
345,ESCOLA DE ENGENHARIA KENNEDY,EEK,BELO HORIZONTE,MG,Privada,Faculdade
1833,FACULDADE DE ARUJÁ,FAR,ARUJA,SP,Privada,Faculdade
824,FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA,FAFICH,GOIATUBA,GO,Pública,Faculdade
5394,INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI,FENORD,TEOFILO OTONI,MG,Privada,Faculdade
2827,FACULDADE EVANGÉLICA DO PIAUI,FAEPI,TERESINA,PI,Privada,Faculdade
5599,LIBERTAS - FACULDADES INTEGRADAS,LIBERTAS,"SAO SEBASTIAO DOPARAISO",MG,Privada,Faculdade
5277,FACULDADE FORTIUM,,BRASILIA,DF,Privada,Faculdade
1099,FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SÃO PAULO,FECG-SP,SAO PAULO,SP,Privada,Faculdade
3542,INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS,IESMIG,SABINOPOLIS,MG,Privada,Faculdade
744,FACULDADE DE EDUCAÇÃO E CIÊNCIAS HUMANAS DE ANICUNS,FECHA,ANICUNS,GO,Pública,Faculdade
5228,FACULDADE RAIMUNDO MARINHO,FRM,MACEIO,AL,Privada,Faculdade
4982,FACULDADE METROPOLITANA DO PLANALTO NORTE,FAMEPLAN,CANOINHAS,SC,Privada,Faculdade
139,FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO,FCETM,UBERABA,MG,Privada,Faculdade
339,FACULDADE SANTA EMÍLIA DE RODAT,FASER,JOAO PESSOA,PB,Privada,Faculdade
1686,FACULDADE BARDDAL DE ARTES APLICADAS,FB-AA,FLORIANOPOLIS,SC,Privada,Faculdade
1646,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO,FECIPAR,"PARAISO DOTOCANTINS",TO,Privada,Faculdade
967,FACULDADE DE TECNOLOGIA DE TAQUARITINGA,FATEC/TQ,TAQUARITINGA,SP,Pública,Faculdade
1966,FACULDADE ALBERT EINSTEIN,FALBE,BRASILIA,DF,Privada,Faculdade
2554,FACULDADE DE EDUCAÇÃO SANTA TEREZINHA,FEST,IMPERATRIZ,MA,Privada,Faculdade
2079,FACULDADE DE ITAITUBA,FAI,ITAITUBA,PA,Privada,Faculdade
1623,FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA,FCAA,ANDRADINA,SP,Privada,Faculdade
2909,FACULDADE DO ESTADO DO MARANHÃO,FACEM,SAO LUIS,MA,Privada,Faculdade
2763,FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO,CESG,SAO GOTARDO,MG,Privada,Faculdade
1384,FACULDADE SANTA HELENA,FSH,RECIFE,PE,Privada,Faculdade
3471,FACULDADE DE MODA DE PASSOS,FAMOPA,PASSOS,MG,Privada,Faculdade
1664,FACULDADE DA SAÚDE E ECOLOGIA HUMANA,FASEH,VESPASIANO,MG,Privada,Faculdade
2361,FACULDADE PADRÃO,-,"APARECIDA DEGOIANIA",GO,Privada,Faculdade
88,FACULDADE DE FORMAÇÃO DE PROFESSORES DE PENEDO,FFPP,PENEDO,AL,Privada,Faculdade
2632,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,UNESULBAHIA,EUNAPOLIS,BA,Privada,Faculdade
2568,FACULDADE ZACARIAS DE GÓES,FAZAG,VALENCA,BA,Privada,Faculdade
1315,FACULDADE DE EDUCAÇÃO DA SERRA,FASE,SERRA,ES,Privada,Faculdade
3675,SINAL - FACULDADE DE TEOLOGIA E FILOSOFIA,SINAL,RIO BRANCO,AC,Privada,Faculdade
454,FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS,FACCCA,CAMAQUA,RS,Privada,Faculdade
1295,FACULDADE MORUMBI SUL,FMS,SAO PAULO,SP,Privada,Faculdade
1639,FACULDADE HÉLIO ROCHA,FHR,SALVADOR,BA,Privada,Faculdade
1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,FAT,FEIRA DE SANTANA,BA,Privada,Faculdade
2810,INSTITUTO SUPERIOR DE EDUCAÇÃO ANÍSIO TEIXEIRA,ISEAT,IBIRITE,MG,Pública,Faculdade
2836,FACULDADE SUL DA AMÉRICA,SULDAMÉRICA,"APARECIDA DEGOIANIA",GO,Privada,Faculdade
2702,FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS,FCJP,"PARAISO DOTOCANTINS",TO,Privada,Faculdade
1564,FACULDADE SUL FLUMINENSE,FASF,VOLTA REDONDA,RJ,Privada,Faculdade
1756,FACULDADE ASSOCIADA BRASIL,FAB,SAO PAULO,SP,Privada,Faculdade
1797,FACULDADE NORTE PARANAENSE,UNINORTE,LONDRINA,PR,Privada,Faculdade
2572,"FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS",FAC,CANDEIAS,BA,Privada,Faculdade
11544,FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,ANAPOLIS,GO,Privada,Faculdade
3987,FACULDADE UNIÃO DE GOYAZES,FUG,TRINDADE,GO,Privada,Faculdade
2348,INSTITUIÇÃO DE ENSINO SÃO FRANCISCO,IESF,MOGI-GUACU,SP,Privada,Faculdade
2137,FACULDADE SÃO MARCOS,FASAMAR,PORTO NACIONAL,TO,Privada,Faculdade
1821,FACULDADE LIONS,FAC-LIONS,GOIANIA,GO,Privada,Faculdade
3724,FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS,FSJ,TIMON,MA,Privada,Faculdade
761,FACULDADES SPEI,FACSPEI,CURITIBA,PR,Privada,Faculdade
4042,FACULDADE DO MEIO AMBIENTE E DE TECNOLOGIA DE NEGOCIOS,FAMATEC,BRASILIA,DF,Privada,Faculdade
14242,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE TIMÓTEO,FECT,TIMOTEO,MG,Privada,Faculdade
4209,FACULDADE DE TECNOLOGIA CÉSAR LATTES,,ITU,SP,Privada,Faculdade
639,FACULDADE DE DESENHO INDUSTRIAL DE MAUÁ,FADIM,MAUA,SP,Privada,Faculdade
2927,FACULDADE DEL REY,FDR,BELO HORIZONTE,MG,Privada,Faculdade
3337,FACULDADE DE TECNOLOGIA DE TERESINA,FACULDADE CET,TERESINA,PI,Privada,Faculdade
1727,FACULDADE DE CARIACICA,FAC DE CARIACICA,CARIACICA,ES,Privada,Faculdade
4586,FACULDADE DO NORTE GOIANO,FNG,PORANGATU,GO,Privada,Faculdade
1324,FACULDADE DE INFORMÁTICA LEMOS DE CASTRO,FILC,RIO DE JANEIRO,RJ,Privada,Faculdade
2443,FACULDADE PROMOVE DE JANAÚBA,,JANAUBA,MG,Privada,Faculdade
14166,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE ITABIRA,FUNEES Itabira,ITABIRA,MG,Privada,Faculdade
3787,FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA,FESAM,MACAPA,AP,Privada,Faculdade
1767,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,,TANGARA DA SERRA,MT,Privada,Faculdade
3392,FACULDADE DA ACADEMIA BRASILEIRA DE EDUCAÇÃO E CULTURA,FABEC,RIO DE JANEIRO,RJ,Privada,Faculdade
3215,FACULDADE ENTRE RIOS DO PIAUÍ,FAERPI,TERESINA,PI,Privada,Faculdade
1572,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,FACISA,ITAMARAJU,BA,Privada,Faculdade
2917,FACULDADE BRASIL NORTE,FABRAN,MACAPA,AP,Privada,Faculdade
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,"JABOATAO DOGUARARAPES",PE,Privada,Faculdade
4588,FACULDADE APOGEU,APOGEU,BRASILIA,DF,Privada,Faculdade
2324,FACULDADE UNIÃO BANDEIRANTE,FUBSJ,SAO JOSE,SC,Privada,Faculdade
685,FACULDADE DE FORMAÇÃO DE PROFESSORES DE BELO JARDIM,FABEJA,BELO JARDIM,PE,Pública,Faculdade
284,FACULDADE DE MEDICINA DE ITAJUBÁ,FMIT,ITAJUBA,MG,Privada,Faculdade
3648,FACULDADE ANHANGUERA DE CUIABÁ,FAC,CUIABA,MT,Privada,Faculdade
2922,INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS,ISEB,BARRETOS,SP,Privada,Faculdade
1535,FACULDADE SÃO JUDAS TADEU DE PINHAIS,FAPI,PINHAIS,PR,Privada,Faculdade
1806,FACULDADE FERNÃO DIAS,FAFE,OSASCO,SP,Privada,Faculdade
1715,FACULDADE DO SUL DA BAHIA,FASB,"TEIXEIRA DEFREITAS",BA,Privada,Faculdade
