CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,CO_CINE_ROTULO,NO_CINE_ROTULO
9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",0915F01,Fisioterapia
9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",0915F02,Fonoaudiologia
9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",0915N01,Nutrição
9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",0915P01,Podologia
9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",0915T01,Terapia ocupacional
9,Saúde e bem-estar,91,Saúde,916,Farmácia,0916F01,Farmácia
9,Saúde e bem-estar,91,Saúde,917,Medicina e terapia tradicional e complementar,0917M01,Musicoterapia
9,Saúde e bem-estar,91,Saúde,917,Medicina e terapia tradicional e complementar,0917P01,Práticas integrativas
9,Saúde e bem-estar,91,Saúde,918,Saúde pública e saúde coletiva,0918S01,Saúde coletiva
9,Saúde e bem-estar,91,Saúde,918,Saúde pública e saúde coletiva,0918S02,Saúde pública
9,Saúde e bem-estar,92,Bem-estar,921,Assistência a idosos e a deficientes,0921A01,Assistência a idosos e a deficientes
9,Saúde e bem-estar,92,Bem-estar,921,Assistência a idosos e a deficientes,0921G01,Gerontologia
9,Saúde e bem-estar,92,Bem-estar,923,Serviço social,0923S01,Serviço social
9,Saúde e bem-estar,98,Programas interdisciplinares abrangendo saúde e bem-estar,988,Programas interdisciplinares abrangendo saúde e bem-estar,0988P01,Programas interdisciplinares abrangendo saúde e bem-estar
10,Serviços,101,Serviços pessoais,1011,Serviços domésticos,1011E01,Economia doméstica
10,Serviços,101,Serviços pessoais,1012,Serviços de beleza,1012E01,Estética e cosmética
10,Serviços,101,Serviços pessoais,1013,Serviços de alimentação,1013G01,Gastronomia
10,Serviços,101,Serviços pessoais,1014,Esportes e lazer,1014F01,Formação de técnicos e treinadores esportivos
10,Serviços,101,Serviços pessoais,1014,Esportes e lazer,1014G01,Gestão desportiva e de lazer
10,Serviços,101,Serviços pessoais,1015,Turismo e hotelaria,1015E01,Eventos
10,Serviços,101,Serviços pessoais,1015,Turismo e hotelaria,1015H01,Hotelaria
10,Serviços,101,Serviços pessoais,1015,Turismo e hotelaria,1015T01,Turismo
10,Serviços,102,Higiene e serviços de saúde ocupacional,1022,Saúde e segurança no trabalho,1022S01,Segurança no trabalho
10,Serviços,103,Serviços de segurança,1031,Setor militar e de defesa,1031C01,Ciências militares
10,Serviços,103,Serviços de segurança,1032,Proteção de pessoas e de propriedades,1032I01,Investigação e perícia
10,Serviços,103,Serviços de segurança,1032,Proteção de pessoas e de propriedades,1032S01,Segurança no trânsito
10,Serviços,103,Serviços de segurança,1032,Proteção de pessoas e de propriedades,1032S02,Segurança privada
10,Serviços,103,Serviços de segurança,1032,Proteção de pessoas e de propriedades,1032S03,Segurança pública
10,Serviços,103,Serviços de segurança,1032,Proteção de pessoas e de propriedades,1032S04,Serviços penais
10,Serviços,104,Serviços de transporte,1041,Serviços de transporte,1041C01,Ciências aeronáuticas
10,Serviços,104,Serviços de transporte,1041,Serviços de transporte,1041G01,Gestão portuária
10,Serviços,104,Serviços de transporte,1041,Serviços de transporte,1041T01,Transporte aéreo
10,Serviços,104,Serviços de transporte,1041,Serviços de transporte,1041T02,Transporte terrestre
10,Serviços,108,Programas interdisciplinares abrangendo serviços,1088,Programas interdisciplinares abrangendo serviços,1088P01,Programas interdisciplinares abrangendo serviços
